no,customer_id,name,contact,join_date,tag_row,tag_customer_id,tag_name,tag_contact,tag_join_date
11681,8979,Juan Butler,+61-(02)-502-2385,2016/05/,,,type1,imprecise,imprecise
11682,8980,Destiny Thompson,610465536324,2018/03/,,,type1,type 1.1.1,imprecise
11683,8981,Jeffrey Lewis,610424184620,,Duplicated,nonunique,type1,type 1.1.1,missing
11684,8981,Robert Lopez,61-02-9249-8744,10-01-18,,nonunique,type1,type 2.1.1,type2
11685,8981,Jeffrey Lewis,610424184620,,Duplicated,nonunique,type1,type 1.1.1,missing
11686,8983,Lisa Stephenson,(08)420167,10/28/12,,,type1,imprecise,type4
11687,8984,April Wood,+61(04)89082764,2016/02/,,nonunique,type1,type 1.2.2,imprecise
11688,8984,Andrew Russell,61-04-3282-5240,2017-08-07,,nonunique,type1,type 2.1.1,type1
11689,8985,"Mcguire, Alexa",-(03)-2871-1524,08/25/17,,,type2,imprecise,type4
11690,8987,"Graham, Jeffrey",-04-8658-5673,15-01-16,Duplicated,nonunique,type2,imprecise,type2
11691,8987,Brittany Jimenez,,2017/11/,,nonunique,type1,missing,imprecise
11692,8987,"Graham, Jeffrey",-04-8658-5673,15-01-16,Duplicated,nonunique,type2,imprecise,type2
11693,8987,"Graham, Jeffrey",-04-8658-5673,15-01-16,Duplicated,nonunique,type2,imprecise,type2
11694,8988,John Wilson,+61-03-1977-6237,14-02-09 Sun,,,type1,type 2.1.2,type3
11695,8989,"Reed, John",610820885197,16-03-24,,,type2,type 1.1.2,type2
11696,8991,Natalie Young,,,,,type1,missing,missing
11697,8992,Lisa Clark,+61-07-5785-3013,09/17/16,,,type1,type 2.1.2,type4
11698,8993,Jennifer Velez,(04)54542587,2014-05-21,Duplicated,,type1,imprecise,type1
11699,8993,Jennifer Velez,(04)54542587,2014-05-21,Duplicated,,type1,imprecise,type1
11700,8994,Dalton Williams,+61(04)86656213,2017-05-04,,,type1,type 1.2.2,type1
11701,8995,Joseph Wilcox,61-(07)-7322-4584,11-02-04 Fri,,,type1,type 2.2.1,type3
11702,8996,Darin Steele,610210994378,16-04-11,,nonunique,type1,type 1.1.2,type2
11703,8996,"Palmer, John",61(03)65048069,13-07-04 Thu,,nonunique,type2,type 1.2.1,type3
11704,8998,Charles Daugherty,+61-(02)-2102-7545,,,,type1,type 2.2.2,missing
11705,8999,Christopher Lewis,-(04)-6015-5164,09/16/18,Duplicated,,type1,imprecise,type4
11706,8999,Stephanie Page,847122713,2010/11/,Duplicated,,type1,imprecise,imprecise
11707,8999,Christopher Lewis,-(04)-6015-5164,09/16/18,Duplicated,,type1,imprecise,type4
11708,8999,Christopher Lewis,-(04)-6015-5164,09/16/18,Duplicated,,type1,imprecise,type4
11709,8999,Stephanie Page,847122713,2010/11/,Duplicated,,type1,imprecise,imprecise
11710,9001,"Austin, Karen",61-(02)-1736-8922,04/04/11,,,type2,type 2.2.1,type4
11711,9002,Melissa Jackson,240624091,14-11-04,,,type1,imprecise,type2
11712,9003,Grant Jacobson,(07)71329175,16-09-05 Mon,,,type1,imprecise,type3
11713,9004,Nicholas Barnes,N/A,12-02-09 Thu,,,type1,missing,type3
11714,9005,Hannah Sampson,+61-(02)-5210-5187,18-05-11 Fri,,,type1,type 2.2.2,type3
11715,9006,Lisa Alvarado,-03-3232-2014,13-04-20 Sat,,nonunique,type1,imprecise,type3
11716,9006,"Jacobson, Matthew",+61-(08)-2604-961,14-05-13 Tue,,nonunique,type2,imprecise,type3
11717,9007,Christine Brooks,61(02)98218718,14-07-03 Thu,Duplicated,,type1,type 1.2.1,type3
11718,9007,Christine Brooks,61(02)98218718,14-07-03 Thu,Duplicated,,type1,type 1.2.1,type3
11719,9007,Christine Brooks,61(02)98218718,14-07-03 Thu,Duplicated,,type1,type 1.2.1,type3
11720,9009,Olivia Frost,61029735554,17-03-18,Duplicated,,type1,imprecise,type2
11721,9009,Olivia Frost,61029735554,17-03-18,Duplicated,,type1,imprecise,type2
11722,9009,Olivia Frost,61029735554,17-03-18,Duplicated,,type1,imprecise,type2
11723,9010,Claire Baker,+61(02)25709896,10-08-13,,,type1,type 1.2.2,type2
11724,9011,Amy Williams,610266879077,18-03-15,Duplicated,nonunique,type1,type 1.1.2,type2
11725,9011,Walter Morris,+61-04-9514-7727,02/23/15,,nonunique,type1,type 2.1.2,type4
11726,9011,Amy Williams,610266879077,18-03-15,Duplicated,nonunique,type1,type 1.1.2,type2
11727,9012,David Banks,-(03)-7598-6330,05/15/12,,,type1,imprecise,type4
11728,9014,"Griffin, Harold",+61(07)24841597,14-10-25,,,type2,type 1.2.2,type2
11729,9015,"Smith, Jennifer",+61-02-8560-4100,2011/11/,Duplicated,,type2,type 2.1.2,imprecise
11730,9015,"Smith, Jennifer",+61-02-8560-4100,2011/11/,Duplicated,,type2,type 2.1.2,imprecise
11731,9015,"Smith, Jennifer",+61-02-8560-4100,2011/11/,Duplicated,,type2,type 2.1.2,imprecise
11732,9016,Shannon Campbell,+61-02-554-9169,12-10-21,,,type1,imprecise,type2
11733,9017,Sarah Scott,610846388842,11-12-17 Sat,Duplicated,nonunique,type1,type 1.1.1,type3
11734,9017,Sarah Scott,610846388842,11-12-17 Sat,Duplicated,nonunique,type1,type 1.1.1,type3
11735,9017,Marie Edwards,-08-1211-2985,12-05-04,,nonunique,type1,imprecise,type2
11736,9018,"Johnson, Kevin",+61-03-4039-647,2017/01/,Duplicated,,type2,imprecise,imprecise
11737,9018,"Johnson, Kevin",+61-03-4039-647,2017/01/,Duplicated,,type2,imprecise,imprecise
11738,9019,Devin Wells,(03)45221816,14-08-13,,,type1,imprecise,type2
11739,9021,Devon Williams,61-03-3398-4807,2011-04-25,Duplicated,,type1,type 2.1.1,type1
11740,9021,Devon Williams,61-03-3398-4807,2011-04-25,Duplicated,,type1,type 2.1.1,type1
11741,9021,Thomas Webb,61-03-7714-9331,08/13/12,Duplicated,,type1,type 2.1.1,type4
11742,9021,Thomas Webb,61-03-7714-9331,08/13/12,Duplicated,,type1,type 2.1.1,type4
11743,9022,"Blackwell, Adam",61-(08)-6828-3941,05/03/17,,,type2,type 2.2.1,type4
11744,9023,Steven Rivera,-07-1018-2351,10/10/10,,,type1,imprecise,type4
11745,9025,"Moore, Michelle",61-(02)-2747-3308,2013/08/,,,type2,type 2.2.1,imprecise
11746,9026,Heather Horton,372013227,03/06/15,,,type1,imprecise,type4
11747,9027,Cheryl Moore,+61(04)87077226,10-02-25,,,type1,type 1.2.2,type2
11748,9028,"Harris, Robin",393208113,12/04/10,,,type2,imprecise,type4
11749,9029,Barbara Shaw,61-(04)-9316-5026,2011-04-03,,,type1,type 2.2.1,type1
11750,9030,Kaylee Nash,-(08)-7038-6006,2016-05-25,Duplicated,nonunique,type1,imprecise,type1
11751,9030,"Riley, Christine",+61(03)15095571,2011/05/,,nonunique,type2,type 1.2.2,imprecise
11752,9030,Kaylee Nash,-(08)-7038-6006,2016-05-25,Duplicated,nonunique,type1,imprecise,type1
11753,9030,Kaylee Nash,-(08)-7038-6006,2016-05-25,Duplicated,nonunique,type1,imprecise,type1
11754,9030,Kaylee Nash,-(08)-7038-6006,2016-05-25,Duplicated,nonunique,type1,imprecise,type1
11755,9031,Lawrence Esparza,+61-02-4935-7245,09/06/17,,,type1,type 2.1.2,type4
11756,9032,Shaun Smith,(08)90757364,15-06-09,,,type1,imprecise,type2
11757,9034,Jeffrey Mayo,-(02)-459-5049,2010-08-23,,,type1,imprecise,type1
11758,9035,Aaron Mckay,-(07)-8057-1102,02/13/14,Duplicated,,type1,imprecise,type4
11759,9035,Aaron Mckay,-(07)-8057-1102,02/13/14,Duplicated,,type1,imprecise,type4
11760,9035,Aaron Mckay,-(07)-8057-1102,02/13/14,Duplicated,,type1,imprecise,type4
11761,9035,Aaron Mckay,-(07)-8057-1102,02/13/14,Duplicated,,type1,imprecise,type4
11762,9036,"Livingston, Spencer",-07-1079-5294,15-12-04 Fri,,nonunique,type2,imprecise,type3
11763,9036,Robert Chase,+61-03-8759-1033,2012/10/,,nonunique,type1,type 2.1.2,imprecise
11764,9038,"Dyer, Daniel",61082738811,10-09-27 Mon,,,type2,imprecise,type3
11765,9039,"Davis, Dylan",610211672218,07/09/15,,,type2,type 1.1.1,type4
11766,9040,Tammy Townsend,610461319530,2012/11/,,,type1,type 1.1.2,imprecise
11767,9041,Hailey Larson,61-(04)-6122-7622,14-04-12 Sat,,,type1,type 2.2.1,type3
11768,9042,Matthew May,-03-6939-4957,,Duplicated,nonunique,type1,imprecise,missing
11769,9042,Ralph Hayes,+61(07)18144870,04/20/15,,nonunique,type1,type 1.2.2,type4
11770,9042,Matthew May,-03-6939-4957,,Duplicated,nonunique,type1,imprecise,missing
11771,9044,"Mcdaniel, Kayla",61-02-4595-5958,04/04/18,Duplicated,,type2,type 2.1.1,type4
11772,9044,"Mcdaniel, Kayla",61-02-4595-5958,04/04/18,Duplicated,,type2,type 2.1.1,type4
11773,9045,John Reed,(04)46623879,2014-12-30,,,type1,imprecise,type1
11774,9046,Leah Carney,610494858439,2013-07-24,Duplicated,,type1,type 1.1.2,type1
11775,9046,Leah Carney,610494858439,2013-07-24,Duplicated,,type1,type 1.1.2,type1
11776,9047,"Morton, Joanne",+61(02)89643294,05/06/15,Duplicated,,type2,type 1.2.2,type4
11777,9047,"Morton, Joanne",+61(02)89643294,05/06/15,Duplicated,,type2,type 1.2.2,type4
11778,9047,"Morton, Joanne",+61(02)89643294,05/06/15,Duplicated,,type2,type 1.2.2,type4
11779,9048,Marisa White,(08)83864741,2017-09-12,Duplicated,nonunique,type1,imprecise,type1
11780,9048,Crystal Schneider,61-08-5901-131,2016/06/,,nonunique,type1,imprecise,imprecise
11781,9048,Marisa White,(08)83864741,2017-09-12,Duplicated,nonunique,type1,imprecise,type1
11782,9050,John Johnson,61-(08)-1154-4587,05/08/18,Duplicated,,type1,type 2.2.1,type4
11783,9050,John Johnson,61-(08)-1154-4587,05/08/18,Duplicated,,type1,type 2.2.1,type4
11784,9050,John Johnson,61-(08)-1154-4587,05/08/18,Duplicated,,type1,type 2.2.1,type4
11785,9051,Tracy Perez,-(07)-3492-6002,11-01-05 Wed,,,type1,imprecise,type3
11786,9052,Katie Campbell,-03-9461-3298,2018-05-12,,nonunique,type1,imprecise,type1
11787,9052,Sarah Brooks,+61-(08)-5952-9887,2010/07/,,nonunique,type1,type 2.2.2,imprecise
11788,9054,Amber Waller,610244807012,13-10-15 Tue,Duplicated,,type1,type 1.1.2,type3
11789,9054,Amber Waller,610244807012,13-10-15 Tue,Duplicated,,type1,type 1.1.2,type3
11790,9055,Robert Scott,+61(04)13139692,10-06-27,,,type1,type 1.2.2,type2
11791,9056,Heather Anderson,61(03)65792571,16-10-07,,nonunique,type1,type 1.2.1,type2
11792,9056,Alexis Compton,610871201660,01/14/15,,nonunique,type1,type 1.1.2,type4
11793,9057,Gina Carlson,+61-04-2371-9095,11-03-18,Duplicated,,type1,type 2.1.2,type2
11794,9057,Gina Carlson,+61-04-2371-9095,11-03-18,Duplicated,,type1,type 2.1.2,type2
11795,9058,Megan Solomon,610859521720,12/02/17,,,type1,type 1.1.1,type4
11796,9060,Mark Turner,610830935557,2010-01-15,,,type1,type 1.1.2,type1
11797,9061,Andrea Wise,+61-02-2274-2743,05/26/15,,,type1,type 2.1.2,type4
11798,9062,Gina Adams,+61-04-5093-7863,2013-10-01,,nonunique,type1,type 2.1.2,type1
11799,9062,Gregory Thompson,-02-5005-6484,12-07-19 Thu,,nonunique,type1,imprecise,type3
11800,9063,Terri Hall,-(03)-5862-2426,18-02-19,Duplicated,,type1,imprecise,type2
11801,9063,Terri Hall,-(03)-5862-2426,18-02-19,Duplicated,,type1,imprecise,type2
11802,9065,Alicia Jones,,2012/06/,,,type1,missing,imprecise
11803,9066,Margaret Munoz,61-03-5222-628,13-06-05 Wed,,,type1,imprecise,type3
11804,9067,Michelle Murphy,,01/31/10,,,type1,missing,type4
11805,9068,Christine Myers,+61-08-4836-7779,2012/06/,,nonunique,type1,type 2.1.2,imprecise
11806,9068,Margaret Williams,239333273,2014-10-03,,nonunique,type1,imprecise,type1
11807,9070,Carly Harris,61-(08)-6476-7054,2013-03-06,,,type1,type 2.2.1,type1
11808,9071,Jeffrey Poole,61(07)58043981,N/A,Duplicated,,type1,type 1.2.1,missing
11809,9071,Jeffrey Poole,61(07)58043981,N/A,Duplicated,,type1,type 1.2.1,missing
11810,9072,Phillip Jones,-(07)-2640-7594,11/27/13,,,type1,imprecise,type4
11811,9073,Jacob Ibarra,-03-9974-7626,2017/09/,Duplicated,,type1,imprecise,imprecise
11812,9073,Jacob Ibarra,-03-9974-7626,2017/09/,Duplicated,,type1,imprecise,imprecise
11813,9074,"Murphy, Maria",419975106,15-01-22,Duplicated,,type2,imprecise,type2
11814,9074,"Murphy, Maria",419975106,15-01-22,Duplicated,,type2,imprecise,type2
11815,9075,"Parker, Dominic",610277286710,2017-10-04,,,type2,type 1.1.2,type1
11816,9076,"Trujillo, Amanda",61032353333,N/A,,,type2,imprecise,missing
11817,9077,Michelle Nelson,61(02)1159863,2017/05/,,nonunique,type1,imprecise,imprecise
11818,9077,"Soto, Norma",+61(04)69379407,2016-08-14,,nonunique,type2,type 1.2.2,type1
11819,9079,David Buchanan,610716933379,2018/03/,,nonunique,type1,type 1.1.2,imprecise
11820,9079,"Guerra, Edwin",-03-995-3705,14-07-24,,nonunique,type2,imprecise,type2
11821,9080,Christopher Herrera,61-(08)-6168-2721,10-10-28,Duplicated,,type1,type 2.2.1,type2
11822,9080,Christopher Herrera,61-(08)-6168-2721,10-10-28,Duplicated,,type1,type 2.2.1,type2
11823,9082,"Petty, Jonathan",61(02)53961823,16-07-30 Sat,,,type2,type 1.2.1,type3
11824,9083,Elizabeth Smith,61-02-6044-9242,2011/11/,Duplicated,nonunique,type1,type 2.1.1,imprecise
11825,9083,Elizabeth Smith,61-02-6044-9242,2011/11/,Duplicated,nonunique,type1,type 2.1.1,imprecise
11826,9083,Joanne Weaver,-(02)-2201-1868,2013-12-13,,nonunique,type1,imprecise,type1
11827,9084,Melissa Thomas,61(03)42476516,2017-04-23,,,type1,type 1.2.1,type1
11828,9086,"Manning, Patrick",61-02-5950-4268,11-03-07 Mon,,,type2,type 2.1.1,type3
11829,9087,"Harrison, Denise",(04)16078931,2012/09/,,,type2,imprecise,imprecise
11830,9088,Brian Smith,35065742,02/19/13,Duplicated,,type1,imprecise,type4
11831,9088,Brian Smith,35065742,02/19/13,Duplicated,,type1,imprecise,type4
11832,9088,Brian Smith,35065742,02/19/13,Duplicated,,type1,imprecise,type4
11833,9089,Erin Goodman,+61-07-18-2375,2018-05-08,Duplicated,,type1,imprecise,type1
11834,9089,Erin Goodman,+61-07-18-2375,2018-05-08,Duplicated,,type1,imprecise,type1
11835,9090,Elizabeth Jackson,N/A,13-04-28 Sun,,,type1,missing,type3
11836,9091,Rita Lin,+61-08-4906-5969,2016-10-08,Duplicated,,type1,type 2.1.2,type1
11837,9091,Rita Lin,+61-08-4906-5969,2016-10-08,Duplicated,,type1,type 2.1.2,type1
11838,9092,Jodi Gross,+61-(08)-8008-3720,2011/11/,,,type1,type 2.2.2,imprecise
11839,9093,Christopher Navarro,+61-(07)-4942-1263,2015/11/,,,type1,type 2.2.2,imprecise
11840,9094,Amber Warner,-07-1345-5959,15-05-01 Fri,,nonunique,type1,imprecise,type3
11841,9094,"Pierce, Amber",,12-03-01,,nonunique,type2,missing,type2
11842,9096,Courtney Reynolds,-08-6692-709,2016-01-17,,,type1,imprecise,type1
11843,9097,Amanda Williams,61-(03)-9287-4065,07/03/14,,,type1,type 2.2.1,type4
11844,9098,"Foster, Angela",-(02)-9176-5939,10-06-05,,,type2,imprecise,type2
11845,9099,Jennifer Martinez,N/A,14-11-04,Duplicated,,type1,missing,type2
11846,9099,Jennifer Martinez,N/A,14-11-04,Duplicated,,type1,missing,type2
11847,9100,Sandra Jimenez,61-(02)-5902-7859,,,,type1,type 2.2.1,missing
11848,9101,Joe Hansen,61(08)14432549,17-04-14,,,type1,type 1.2.1,type2
11849,9102,Kimberly Jones,(07)39882567,2016/11/,,,type1,imprecise,imprecise
11850,9103,Steve Mullen,61(08)2044334,2016/04/,Duplicated,,type1,imprecise,imprecise
11851,9103,Steve Mullen,61(08)2044334,2016/04/,Duplicated,,type1,imprecise,imprecise
11852,9104,Timothy Harris,-(03)-2640-2941,2017-02-06,,,type1,imprecise,type1
11853,9105,"Cook, Scott",61-(03)-7193-387,2017/10/,,,type2,imprecise,imprecise
11854,9106,"Elliott, Helen",+61(03)64985027,07/22/15,,,type2,type 1.2.2,type4
11855,9107,Anna Walters,61(02)6145489,N/A,,,type1,imprecise,missing
11856,9108,Jennifer Torres,610371577187,2010/03/,Duplicated,,type1,type 1.1.1,imprecise
11857,9108,Jennifer Torres,610371577187,2010/03/,Duplicated,,type1,type 1.1.1,imprecise
11858,9108,Jennifer Torres,610371577187,2010/03/,Duplicated,,type1,type 1.1.1,imprecise
11859,9109,Jeffrey Ruiz,61(02)39101798,09/16/10,,,type1,type 1.2.1,type4
11860,9110,Christina Watkins,+61-04-175-6057,03/30/16,,,type1,imprecise,type4
11861,9111,Kathy Robinson,(03)5001287,11-01-23,,,type1,imprecise,type2
11862,9112,Victoria Wu,610226563051,2015/03/,,nonunique,type1,type 1.1.1,imprecise
11863,9112,"Avila, John",+61(03)11805024,12-01-21 Sat,,nonunique,type2,type 1.2.2,type3
11864,9114,Mary White,610376611031,2013/02/,,nonunique,type1,type 1.1.2,imprecise
11865,9114,Joshua Harris,61-07-7700-4026,,,nonunique,type1,type 2.1.1,missing
11866,9116,Matthew Meyers,61(02)42385672,14-12-14,,,type1,type 1.2.1,type2
11867,9117,Donna Sutton,610497895741,15-11-09 Mon,Duplicated,nonunique,type1,type 1.1.2,type3
11868,9117,"Salas, Adrian",-03-2508-4651,11-02-03 Thu,,nonunique,type2,imprecise,type3
11869,9117,Donna Sutton,610497895741,15-11-09 Mon,Duplicated,nonunique,type1,type 1.1.2,type3
11870,9118,Joseph Cardenas,61(07)98685728,12-12-03 Mon,Duplicated,nonunique,type1,type 1.2.1,type3
11871,9118,"Williams, Lisa",61-(08)-4727-2387,01/08/14,,nonunique,type2,type 2.2.1,type4
11872,9118,Joseph Cardenas,61(07)98685728,12-12-03 Mon,Duplicated,nonunique,type1,type 1.2.1,type3
11873,9118,Joseph Cardenas,61(07)98685728,12-12-03 Mon,Duplicated,nonunique,type1,type 1.2.1,type3
11874,9121,Richard Spence,+61-(02)-8924-4551,2011/10/,,nonunique,type1,type 2.2.2,imprecise
11875,9121,Matthew Harris,-(04)-1302-1113,2015/11/,Duplicated,nonunique,type1,imprecise,imprecise
11876,9121,Matthew Harris,-(04)-1302-1113,2015/11/,Duplicated,nonunique,type1,imprecise,imprecise
11877,9122,Cindy Garcia,610886607796,12-03-17,,,type1,type 1.1.2,type2
11878,9124,Eileen Mora,(07)22691510,01/09/14,,,type1,imprecise,type4
11879,9125,Elizabeth Evans,833389129,10-04-17,Duplicated,nonunique,type1,imprecise,type2
11880,9125,Donald Porter,+61(04)3660195,2012-09-14,,nonunique,type1,imprecise,type1
11881,9125,Elizabeth Evans,833389129,10-04-17,Duplicated,nonunique,type1,imprecise,type2
11882,9127,Ashley Taylor,+61(02)17155316,2017/09/,,nonunique,type1,type 1.2.2,imprecise
11883,9127,Matthew Davis,,2017/06/,,nonunique,type1,missing,imprecise
11884,9129,"Harding, Stephen",+61-(08)-9439-3672,01/18/16,,,type2,type 2.2.2,type4
11885,9130,Natasha Bennett,+61(07)77572797,2010/02/,,,type1,type 1.2.2,imprecise
11886,9131,Isaiah Fitzgerald,+61(07)37383438,2018-09-03,,,type1,type 1.2.2,type1
11887,9132,Charles Nunez,61-04-3490-7448,08/10/13,,,type1,type 2.1.1,type4
11888,9133,"Reyes, Jerry",(03)68282790,,Duplicated,nonunique,type2,imprecise,missing
11889,9133,Timothy Morgan,,11/25/13,,nonunique,type1,missing,type4
11890,9133,Tracy Johnson,610436302507,15-01-30,,nonunique,type1,type 1.1.1,type2
11891,9133,"Reyes, Jerry",(03)68282790,,Duplicated,nonunique,type2,imprecise,missing
11892,9135,Matthew Gray,(04)56879819,2014-02-09,,,type1,imprecise,type1
11893,9136,Craig Acevedo,+61-(02)-5188-7888,06/08/12,,,type1,type 2.2.2,type4
11894,9137,Deborah Dunlap,-07-4967-7046,17-01-14,Duplicated,,type1,imprecise,type2
11895,9137,Deborah Dunlap,-07-4967-7046,17-01-14,Duplicated,,type1,imprecise,type2
11896,9139,"Hall, Jennifer",-(03)-8567-2601,2016-08-01,Duplicated,,type2,imprecise,type1
11897,9139,"Hall, Jennifer",-(03)-8567-2601,2016-08-01,Duplicated,,type2,imprecise,type1
11898,9140,Charles Hudson,-08-8143-7869,2013/09/,,,type1,imprecise,imprecise
11899,9141,John Yang,+61-03-491-9236,09/14/14,,,type1,imprecise,type4
11900,9142,Michael Vaughan,-02-2380-3084,01/04/10,Duplicated,,type1,imprecise,type4
11901,9142,Michael Vaughan,-02-2380-3084,01/04/10,Duplicated,,type1,imprecise,type4
11902,9143,"Rodgers, Corey",610335006543,14-06-07,,nonunique,type2,type 1.1.2,type2
11903,9143,"Wilson, Kaitlin",+61-04-8876-7243,15-07-21,,nonunique,type2,type 2.1.2,type2
11904,9145,"Freeman, Cory",610863344202,08/29/13,,,type2,type 1.1.1,type4
11905,9146,Katherine Williams,61-08-6648-7545,2014-02-11,,,type1,type 2.1.1,type1
11906,9147,Michael Proctor,,12-04-16 Mon,,,type1,missing,type3
11907,9148,Jordan Barry,61072175938,2017-12-01,,nonunique,type1,imprecise,type1
11908,9148,Michael Brown,+61-(02)-5629-6927,2018-06-21,,nonunique,type1,type 2.2.2,type1
11909,9149,Lauren Chavez,(04)17099309,2016-11-17,Duplicated,,type1,imprecise,type1
11910,9149,Lauren Chavez,(04)17099309,2016-11-17,Duplicated,,type1,imprecise,type1
11911,9149,Lauren Chavez,(04)17099309,2016-11-17,Duplicated,,type1,imprecise,type1
11912,9151,Kimberly Brown,28075383,12/09/13,Duplicated,,type1,imprecise,type4
11913,9151,Kimberly Brown,28075383,12/09/13,Duplicated,,type1,imprecise,type4
11914,9152,Ricky Morales,+61-07-2917-9004,11-04-01,Duplicated,,type1,type 2.1.2,type2
11915,9152,Ricky Morales,+61-07-2917-9004,11-04-01,Duplicated,,type1,type 2.1.2,type2
11916,9153,Derrick Martin,+61-(08)-733-5619,2011-08-21,,,type1,imprecise,type1
11917,9154,Robert Clarke,(03)80685129,17-10-16 Mon,,nonunique,type1,imprecise,type3
11918,9154,"Glover, Lisa",+61(04)45643415,04/26/13,,nonunique,type2,type 1.2.2,type4
11919,9156,Thomas Adams,61-02-6329-8088,2010/11/,,,type1,type 2.1.1,imprecise
11920,9157,"Bowers, Amanda",387316597,2011/08/,,nonunique,type2,imprecise,imprecise
11921,9157,James Harris,(03)66758707,12-08-15 Wed,,nonunique,type1,imprecise,type3
11922,9159,Robert Flores,610321422128,2012/09/,,nonunique,type1,type 1.1.1,imprecise
11923,9159,"Orr, Alyssa",+61-08-1549-4320,2018/06/,,nonunique,type2,type 2.1.2,imprecise
11924,9161,Nancy Harrell,61-(04)-8917-6963,13-01-20,,nonunique,type1,type 2.2.1,type2
11925,9161,Joel Rowe,61(07)45978839,13-08-19,,nonunique,type1,type 1.2.1,type2
11926,9162,Sierra Perkins,+61-04-1983-9751,15-11-24,,,type1,type 2.1.2,type2
11927,9164,Janet Robinson,N/A,12-08-28 Tue,,nonunique,type1,missing,type3
11928,9164,Christopher Cruz,,12/22/17,Duplicated,nonunique,type1,missing,type4
11929,9164,Christopher Cruz,,12/22/17,Duplicated,nonunique,type1,missing,type4
11930,9166,Jason Novak,-(03)-955-7618,2011/08/,Duplicated,,type1,imprecise,imprecise
11931,9166,Anthony Shields,+61(07)45367179,04/02/12,Duplicated,,type1,type 1.2.2,type4
11932,9166,Jason Novak,-(03)-955-7618,2011/08/,Duplicated,,type1,imprecise,imprecise
11933,9166,Anthony Shields,+61(07)45367179,04/02/12,Duplicated,,type1,type 1.2.2,type4
11934,9168,Anthony Wells,61(07)48203001,18-08-02,,,type1,type 1.2.1,type2
11935,9169,Brittany Moore,61(04)4117677,16-09-16 Fri,,,type1,imprecise,type3
11936,9170,David Lee,N/A,13-06-30 Sun,,nonunique,type1,missing,type3
11937,9170,Ronald Bowers,(08)1766806,2018-06-11,,nonunique,type1,imprecise,type1
11938,9172,Courtney Gomez,61(04)94101842,17-09-07,,,type1,type 1.2.1,type2
11939,9173,Cynthia Haynes,61(02)6311730,2017-08-17,,,type1,imprecise,type1
11940,9174,"Peterson, Megan",+61-02-1404-7043,2016/09/,Duplicated,,type2,type 2.1.2,imprecise
11941,9174,"Peterson, Megan",+61-02-1404-7043,2016/09/,Duplicated,,type2,type 2.1.2,imprecise
11942,9175,"Gilmore, Randy",61-(08)-2477-47,2011-11-30,Duplicated,,type2,imprecise,type1
11943,9175,"Gilmore, Randy",61-(08)-2477-47,2011-11-30,Duplicated,,type2,imprecise,type1
11944,9176,Michael Pearson,+61-08-4965-3171,2017/01/,,nonunique,type1,type 2.1.2,imprecise
11945,9176,"Key, Erin",61038441476,,,nonunique,type2,imprecise,missing
11946,9178,"Ortiz, Catherine",61-08-1732-146,2015-04-04,,,type2,imprecise,type1
11947,9179,Meghan Ingram,61-07-821-2914,12/16/17,Duplicated,nonunique,type1,imprecise,type4
11948,9179,"Watkins, Ashley",61-08-7582-4445,2018/07/,,nonunique,type2,type 2.1.1,imprecise
11949,9179,Meghan Ingram,61-07-821-2914,12/16/17,Duplicated,nonunique,type1,imprecise,type4
11950,9181,Nicholas Sanchez,610799416003,05/04/10,,,type1,type 1.1.2,type4
11951,9182,Kayla Smith,61-(07)-9312-7273,04/22/15,,,type1,type 2.2.1,type4
11952,9183,Daniel Lowery,-(04)-8560-570,11/23/14,Duplicated,,type1,imprecise,type4
11953,9183,Daniel Lowery,-(04)-8560-570,11/23/14,Duplicated,,type1,imprecise,type4
11954,9184,Marvin Simmons,610843803638,2018/10/,,,type1,type 1.1.1,imprecise
11955,9185,Angela Aguilar,36224750,11-04-18 Mon,,,type1,imprecise,type3
11956,9186,Dean Alvarado,755674897,11-08-23,,,type1,imprecise,type2
11957,9187,Adrian Perez,-(02)-7819-3396,2018/09/,Duplicated,nonunique,type1,imprecise,imprecise
11958,9187,Adrian Perez,-(02)-7819-3396,2018/09/,Duplicated,nonunique,type1,imprecise,imprecise
11959,9187,Jonathan Anderson,+61-(07)-4781-4140,01/31/16,,nonunique,type1,type 2.2.2,type4
11960,9188,Laura Carter,-(02)-1878-2977,2017-04-15,,,type1,imprecise,type1
11961,9190,Kimberly Chen,-03-8923-4142,10/01/12,,nonunique,type1,imprecise,type4
11962,9190,Alicia Love,-(08)-3977-8919,15-11-13,,nonunique,type1,imprecise,type2
11963,9192,John Johnson,-(08)-2674-7452,07/03/14,,,type1,imprecise,type4
11964,9193,Clinton Bauer,+61-(08)-6160-7395,2017/07/,,,type1,type 2.2.2,imprecise
11965,9194,"Hudson, Jeremy",(08)17894265,2018/02/,,nonunique,type2,imprecise,imprecise
11966,9194,Mark Robinson,-(08)-9273-6564,04/08/14,,nonunique,type1,imprecise,type4
11967,9196,"Yates, Andrew",61038055776,14-01-10,,,type2,imprecise,type2
11968,9197,David Blackburn,61(04)21275681,13-06-11,,,type1,type 1.2.1,type2
11969,9198,"Bowers, Stephanie",61(08)95452065,14-10-21 Tue,,nonunique,type2,type 1.2.1,type3
11970,9198,Bob Hill,(04)5864588,13-04-26 Fri,,nonunique,type1,imprecise,type3
11971,9200,Christopher Perez,223804956,,Duplicated,,type1,imprecise,missing
